NUI;'2022-JUL';'2022-AUG';'2022-SEP';'2022-OCT';'2022-NOV';'2022-DEC';'2023-JAN';'2023-FEB';'2023-MAR';'2023-APR';'2023-MAY';'2023-JUN';'2023-JUL';'2023-AUG';'2023-SEP';'2023-OCT';'2023-NOV';'2023-DEC'
406930;8 [8-PREDIO DESOCUPADO SIN LECTU];;SIN DESVIACION SIGNIFICATIVA;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;
406934;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
406936;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
406954;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
406970;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
407150;;;;;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
407290;10 [10-MEDIDOR INEXISTENTE O DESC];;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;;;;;;;;;;;
407292;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
407300;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
407592;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
407596;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
407622;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
407640;;;;;;;;;;;;;13 [13-MEDIDOR VOLTEADO O DESCOLG];;;;;
407692;;;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;;
407708;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;
407728;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
407736;;;;;;;;;;PARA REVISION;;;;;;;;
407762;;;MAL REPORTADO EN TC2;;;;;;;;;;;PARA REVISION;;;;
407780;99 [99-LECTURA CONFIRMADA];;;;;;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;;;
407784;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
407786;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
407808;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;
407830;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
407840;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;PARA REVISION;;;;;;;;;;;;MAL REPORTADO EN TC2;;
407846;;;;;;;;;;;;;;;;;;
407866;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;MAL REPORTADO EN TC2;PARA REVISION;;;PARA REVISION;;SIN DESVIACION SIGNIFICATIVA
407874;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;;;;;;;
407894;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;;;;;;MAL REPORTADO EN TC2
407952;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
408110;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
408130;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
408148;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
408166;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
408182;;;;;;;;;;;;;;;;;;19 [19-REGISTRADOR NO VISIBLE]
408324;;;99 [99-LECTURA CONFIRMADA];;;;;;;MAL REPORTADO EN TC2;;;;;;;;
408402;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
408436;;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;
408452;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
408540;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
408570;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
408586;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
409290;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
409340;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
409354;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;;;;;;;;;
409364;;;;;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;;;;;
409388;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
409390;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
409396;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
409398;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
409406;;;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR]
409862;;;;;;;;;;;;;;PARA REVISION;;;;
409886;;MAL REPORTADO EN TC2;;PARA REVISION;;;;;;;MAL REPORTADO EN TC2;;;PARA REVISION;;MAL REPORTADO EN TC2;;
409888;;;;;;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;
409892;;;PARA REVISION;;PARA REVISION;;;;;;MAL REPORTADO EN TC2;PARA REVISION;;;;;;
409936;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
409948;;;;;;;;;;PARA REVISION;;;;;;;;
409954;;;;;;;PARA REVISION;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;
409968;;;;;;;;;PARA REVISION;;;;;;;;;
409974;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
409976;;;;PARA REVISION;;;;;;;;;;;;;;
409978;;;;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2;;;;;;;;;
409980;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
409982;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
409984;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
409986;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;;;;;;
409988;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
409990;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
410006;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
410034;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
410072;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
410134;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
410138;;;;;;;;;;;;;;;;;;
410144;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
410158;;;;;;;;;;;;;;;;;PARA REVISION;
410176;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
410258;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
410306;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
410442;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
410468;;;;;;;;;;;;;;;;;;
410472;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
410498;;;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;;;;;;
410798;;99 [99-LECTURA CONFIRMADA];;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;;;;;
411016;7 [7-EXTREMADAMENTE ALTO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;7 [7-EXTREMADAMENTE ALTO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;7 [7-EXTREMADAMENTE ALTO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;7 [7-EXTREMADAMENTE ALTO];;SIN DESVIACION SIGNIFICATIVA;;
411026;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
411028;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
411048;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
411084;;;;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;
411086;;;;;;;;;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;
411180;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;
411182;99 [99-LECTURA CONFIRMADA];;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;;
411184;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
411186;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
411194;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
411196;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
411198;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;
411206;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;
411210;;;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;99 [99-LECTURA CONFIRMADA];;;;;;;
411212;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;;;;;;
411214;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
411224;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;5 [5-USUARIO IMPIDE TOMA LECTUR];;;;;;;;;
411236;;;MAL REPORTADO EN TC2;;;;;;;;;;;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;
411342;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;
411356;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
411588;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
411604;;;;;;;;;;;;;;;;;;
411632;;;;;;;;;;;;;;;;;;
411678;;;;PARA REVISION;;;;;;;;;;;;;MAL REPORTADO EN TC2;
411686;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
411714;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
411716;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
411718;;;;;;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;;;
411720;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
411722;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
411754;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
411772;;;;;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;
412542;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
412548;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
412570;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
412920;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;
412922;;;;;;;;;;;;;;;;;;
412934;;;;;;;;;PARA REVISION;;;;;;;;;
412954;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
412964;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
412966;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2
412970;;;;;;;;;;;;;;;;PARA REVISION;;
412978;;;;;;;;;;;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;
412980;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
412982;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;
413004;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
413074;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
413086;;;;;;;;;;;;;;;;;PARA REVISION;PARA REVISION
413498;;;;;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;
413750;;;;;;;;;;1 [1-PREDIO NO EXISTE];;;;;;;;
414002;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;;;;;
414138;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
414140;;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
414142;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;SIN DESVIACION SIGNIFICATIVA
414176;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
414188;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
414234;8 [8-PREDIO DESOCUPADO SIN LECTU];;;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV]
414242;;;;;;;;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;;;;;;;
414258;;;;;;;;;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;
414264;;;;;;;;;;;;;;;;;;
414268;;;;;;;;;;;;;;;;;;
414272;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
414280;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
414474;;;;;;;;;;;;;;;;PARA REVISION;PARA REVISION;
414484;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];
414486;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;;;;;;
414490;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];
414500;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];
414520;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
414522;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];
414524;21 [21-MEDIDOR DESCONECT SIN SERV];;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;PARA REVISION;;;;;
414526;;;;;;;;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;16 [16-MEDIDOR DANADO];;;
414536;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];
414540;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];
414584;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
415132;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
415136;;;;;;;;;;;;;;PARA REVISION;;;;
415336;;;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;
415340;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;
415344;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;MAL REPORTADO EN TC2;;
415346;MAL REPORTADO EN TC2;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
415362;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
415364;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];MAL REPORTADO EN TC2;;;;;;;;;;;
415366;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
415516;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;
415648;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
415650;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
415654;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
415682;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
415764;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
415780;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
415784;;;;;;;;;;;;;;;;PARA REVISION;;
415802;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
415804;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
416138;;;;;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;
416140;;;;;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;
416180;;;;;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;
416336;32 [32-NO HAY ACCESO AL MEDIDOR];;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;SIN DESVIACION SIGNIFICATIVA
416390;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
416410;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
416424;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
416438;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;
416474;;;;;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;
416656;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;;;;;
416872;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
416876;;;;;;;;;;;;;;;;;;
416906;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV]
416960;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
417072;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV]
417078;;;PARA REVISION;;;;;;;;;;;;;;;
417132;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
417142;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
417190;;;;;;;;PARA REVISION;;;;;;;;;;
417228;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;
417296;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
417298;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
418136;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
418202;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;32 [32-NO HAY ACCESO AL MEDIDOR];;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA
418222;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
